rank,symbol,composite_score,quality_tier,recommendation,sector,interpretation,d1_profitability,d2_financial,d3_valuation,d4_growth,d5_management,d6_moat,d7_sentiment,profitability_contribution,financial_contribution,valuation_contribution,growth_contribution,management_contribution,moat_contribution,sentiment_contribution,watch_list,watch_list_warning
112,HAYL.N0000,66.67,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,49.8,57.5,59.2,88.98283333333333,88.5,51.900000000000006,90.45,9.96,11.5,8.88,13.35,13.28,5.19,4.52,False,
113,AGAL.N0000,66.6,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,70.7,92.1,51.6,85.13640000000001,35.0,53.400000000000006,58.7,14.14,18.42,7.74,12.77,5.25,5.34,2.94,False,
114,RIL.N0000,66.58,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,5.9,71.1,63.7,100.0,100.0,74.3,83.9,1.18,14.22,9.55,15.0,15.0,7.43,4.2,False,
115,AAF.P0000,66.52,Moderate,SPECULATIVE BUY - Average quality but deeply discounted,Financial,Moderate Financial business - average quality or mixed signals,30.3,75.4,83.1,100.0,45.5,85.0,51.75,6.06,15.08,12.46,15.0,6.83,8.5,2.59,False,
116,LLUB.N0000,66.45,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,79.2,99.2,57.1,41.07586666666667,36.0,71.5,69.85,15.84,19.84,8.56,6.16,5.4,7.15,3.49,False,
117,TANG.N0000,65.66,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,23.2,100.0,52.1,31.9948,100.0,97.2,73.65,4.64,20.0,7.81,4.8,15.0,9.72,3.68,False,
118,JAT.N0000,65.53,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,70.0,92.1,44.5,84.8892,11.5,92.5,54.55,14.0,18.42,6.67,12.73,1.72,9.25,2.73,False,
119,HARI.N0000,65.31,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,39.6,97.5,34.0,82.59576666666666,71.0,64.4,66.2,7.92,19.5,5.1,12.39,10.65,6.44,3.31,False,
120,CINS.N0000,65.04,Moderate,SPECULATIVE BUY - Average quality but deeply discounted,Financial,Moderate Financial business - average quality or mixed signals,70.0,76.1,84.1,24.399166666666677,55.5,65.3,93.85,14.0,15.22,12.61,3.66,8.32,6.53,4.69,False,
121,CERA.N0000,64.92,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,53.6,83.5,73.7,59.492266666666666,63.0,47.5,66.35,10.72,16.7,11.05,8.92,9.45,4.75,3.32,False,
122,LHL.N0000,64.91,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,38.7,72.0,72.8,30.5976,100.0,93.4,58.35,7.74,14.4,10.92,4.59,15.0,9.34,2.92,False,
123,PMB.N0000,64.84,Moderate,SPECULATIVE BUY - Average quality but deeply discounted,Financial,Moderate Financial business - average quality or mixed signals,23.4,79.8,90.6,43.75,86.5,85.0,51.55,4.68,15.96,13.59,6.56,12.97,8.5,2.58,False,
124,SLTL.N0000,64.54,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,30.0,62.0,72.4,58.2276,95.5,78.9,86.55,6.0,12.4,10.86,8.73,14.32,7.89,4.33,False,
125,UML.N0000,64.11,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,38.7,83.0,49.0,46.25,100.0,58.8,91.95,7.74,16.6,7.35,6.94,15.0,5.88,4.6,False,
126,BFN.N0000,64.03,Moderate,"HOLD - Average quality, needs improvement or better price",Financial,Moderate Financial business - average quality or mixed signals,33.0,83.1,78.8,33.75,79.5,84.5,71.15,6.6,16.62,11.82,5.06,11.92,8.45,3.56,False,
127,MHDL.N0000,64.0,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,49.8,78.0,78.7,30.0,83.5,62.3,67.55,9.96,15.6,11.8,4.5,12.53,6.23,3.38,True,NON-COMPLIANT WITH CSE LISTING RULES
128,SIGV.N0000,63.66,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,17.7,86.3,55.5,46.25,100.0,94.9,62.15,3.54,17.26,8.32,6.94,15.0,9.49,3.11,False,
129,SMOT.N0000,63.43,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,26.0,71.9,65.5,48.75,100.0,67.1,100.0,5.2,14.38,9.82,7.31,15.0,6.71,5.0,False,
130,TKYO.N0000,63.31,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,51.3,75.5,56.2,62.38406666666667,75.0,58.8,60.7,10.26,15.1,8.43,9.36,11.25,5.88,3.04,False,
131,LCBF.N0000,63.2,Moderate,SPECULATIVE BUY - Average quality but deeply discounted,Financial,Moderate Financial business - average quality or mixed signals,50.0,88.0,82.2,40.0,37.5,85.0,62.95,10.0,17.6,12.33,6.0,5.62,8.5,3.15,False,
132,CALT.N0000,63.11,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,67.0,50.7,79.7,100.0,0.0,100.0,52.35,13.4,10.14,11.96,15.0,0.0,10.0,2.62,False,
133,HNBF.X0000,62.92,Moderate,SPECULATIVE BUY - Average quality but deeply discounted,Financial,Moderate Financial business - average quality or mixed signals,44.5,61.3,90.2,46.25,85.0,56.6,57.65,8.9,12.26,13.53,6.94,12.75,5.66,2.88,False,
134,LVEF.N0000,62.76,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,57.7,64.3,57.5,45.0512,65.0,94.7,75.1,11.54,12.86,8.62,6.76,9.75,9.47,3.75,False,
135,ONAL.N0000,62.68,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,70.0,70.4,48.5,38.27680000000001,57.5,100.0,59.15,14.0,14.08,7.27,5.74,8.62,10.0,2.96,False,
136,TYRE.N0000,62.61,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,43.0,84.0,54.7,100.0,65.5,13.6,56.35,8.6,16.8,8.21,15.0,9.82,1.36,2.82,False,
137,HNBF.N0000,62.46,Moderate,SPECULATIVE BUY - Average quality but deeply discounted,Financial,Moderate Financial business - average quality or mixed signals,44.5,61.3,90.4,46.25,76.0,56.6,74.8,8.9,12.26,13.56,6.94,11.4,5.66,3.74,False,
138,LVEN.N0000,61.58,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,59.2,71.0,55.7,30.120400000000004,61.0,100.0,70.4,11.84,14.2,8.36,4.52,9.15,10.0,3.52,False,
139,SCAP.N0000,61.5,Moderate,"HOLD - Average quality, needs improvement or better price",Financial,Moderate Financial business - average quality or mixed signals,33.8,64.0,58.5,42.2396,98.5,83.69999999999999,73.6,6.76,12.8,8.78,6.34,14.77,8.37,3.68,False,
140,HPFL.N0000,61.5,Moderate,"HOLD - Average quality, needs improvement or better price",Mature,Moderate Mature business - average quality or mixed signals,58.8,100.0,56.0,22.87673333333333,70.5,38.6,69.45,11.76,20.0,8.4,3.43,10.57,3.86,3.47,False,
141,SEMB.N0000,61.46,Moderate,SPECULATIVE BUY - Average quality but deeply discounted,Financial,Moderate Financial business - average quality or mixed signals,56.6,67.2,82.9,46.25,50.0,63.0,70.45,11.32,13.44,12.44,6.94,7.5,6.3,3.52,False,
142,BOGA.N0000,61.26,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,80.9,84.0,27.6,68.974,37.0,37.1,90.75,16.18,16.8,4.14,10.35,5.55,3.71,4.54,False,
143,SEMB.X0000,61.25,Moderate,SPECULATIVE BUY - Average quality but deeply discounted,Financial,Moderate Financial business - average quality or mixed signals,56.6,67.2,83.2,46.25,50.0,63.0,65.45,11.32,13.44,12.48,6.94,7.5,6.3,3.27,False,
144,HPL.N0000,61.2,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,64.7,92.4,59.8,35.9298,60.0,38.0,52.35,12.94,18.48,8.97,5.39,9.0,3.8,2.62,False,
145,SERV.N0000,61.11,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,35.2,69.0,65.6,32.3284,100.0,75.4,60.75,7.04,13.8,9.84,4.85,15.0,7.54,3.04,False,
146,TKYO.X0000,61.08,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,51.3,75.5,56.9,62.38406666666667,57.0,58.8,67.95,10.26,15.1,8.54,9.36,8.55,5.88,3.4,False,
147,ALUM.N0000,61.05,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,46.0,42.5,64.2,45.24600000000001,100.0,91.4,55.95,9.2,8.5,9.63,6.79,15.0,9.14,2.8,False,
148,VLL.X0000,60.86,Moderate,"HOLD - Average quality, needs improvement or better price",Mature,Moderate Mature business - average quality or mixed signals,57.9,91.6,53.3,56.52119999999999,23.0,89.8,41.05,11.58,18.32,7.99,8.48,3.45,8.98,2.05,False,
149,AHUN.N0000,60.33,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,26.9,50.6,79.3,24.561399999999992,100.0,95.7,93.55,5.38,10.12,11.89,3.68,15.0,9.57,4.68,False,
150,CHMX.N0000,60.23,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,64.2,97.9,41.8,43.26523333333333,40.0,52.3,76.45,12.84,19.58,6.27,6.49,6.0,5.23,3.82,False,
151,FCT.N0000,59.89,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,61.6,48.0,68.8,100.0,0.0,100.0,53.05,12.32,9.6,10.32,15.0,0.0,10.0,2.65,False,
152,JETS.N0000,59.7,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,30.0,48.9,75.8,32.4436,95.0,94.9,78.95,6.0,9.78,11.37,4.87,14.25,9.49,3.95,False,
153,MASK.N0000,59.59,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,50.8,85.1,62.5,47.1708,44.5,49.50000000000001,86.65,10.16,17.02,9.38,7.08,6.67,4.95,4.33,False,
154,AMSL.N0000,59.5,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,48.2,77.4,54.6,39.03533333333333,67.5,68.5,67.1,9.64,15.48,8.19,5.86,10.12,6.85,3.35,False,
155,RHL.N0000,58.79,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,20.0,75.1,58.7,42.31280000000001,100.0,64.4,63.55,4.0,15.02,8.8,6.35,15.0,6.44,3.18,False,
156,PHAR.N0000,58.73,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,30.0,86.5,64.0,25.0,100.0,30.0,81.65,6.0,17.3,9.6,3.75,15.0,3.0,4.08,False,
157,BFL.N0000,58.61,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,22.4,79.8,59.6,36.107200000000006,92.0,65.80000000000001,68.75,4.48,15.96,8.94,5.42,13.8,6.58,3.44,False,
158,BOPL.N0000,58.56,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,44.6,78.2,57.9,58.588,51.5,53.400000000000006,69.25,8.92,15.64,8.68,8.79,7.72,5.34,3.46,False,
159,TRAN.N0000,58.46,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,19.7,69.6,50.6,93.0256,50.0,77.5,76.1,3.94,13.92,7.59,13.95,7.5,7.75,3.8,False,
160,WLTH.N0000,58.36,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,70.0,42.1,56.5,100.0,0.0,100.0,49.25,14.0,8.42,8.47,15.0,0.0,10.0,2.46,False,
161,MARA.N0000,58.32,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,36.3,66.3,45.5,31.181600000000003,100.0,86.1,53.85,7.26,13.26,6.83,4.68,15.0,8.61,2.69,False,
162,RHL.X0000,58.21,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,20.0,75.1,59.1,42.31280000000001,100.0,64.4,50.85,4.0,15.02,8.87,6.35,15.0,6.44,2.54,False,
163,CONN.N0000,57.83,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,18.4,53.7,76.5,36.25,98.0,90.8,54.45,3.68,10.74,11.47,5.44,14.7,9.08,2.72,False,
164,HAYC.N0000,57.57,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,58.5,88.4,60.1,34.634,38.5,47.50000000000001,69.05,11.7,17.68,9.02,5.2,5.77,4.75,3.45,False,
165,CALH.N0000,57.28,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,49.6,52.0,59.0,100.0,0.0,100.0,62.25,9.92,10.4,8.85,15.0,0.0,10.0,3.11,False,
166,STAF.N0000,57.17,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,28.8,100.0,58.2,33.75,50.0,73.7,54.95,5.76,20.0,8.73,5.06,7.5,7.37,2.75,False,
167,TJL.N0000,57.1,Moderate,SPECULATIVE BUY - Average quality but deeply discounted,Industrial,Moderate Industrial business - average quality or mixed signals,42.1,91.9,85.4,27.57773333333333,56.5,6.600000000000001,84.45,8.42,18.38,12.81,4.14,8.47,0.66,4.22,False,
168,CALF.N0000,56.48,Moderate,"HOLD - Average quality, needs improvement or better price",Financial,Moderate Financial business - average quality or mixed signals,6.8,75.2,38.0,43.75,100.0,85.0,86.45,1.36,15.04,5.7,6.56,15.0,8.5,4.32,False,
169,CBNK.N0000,56.3,Moderate,SPECULATIVE BUY - Average quality but deeply discounted,Financial,Moderate Financial business - average quality or mixed signals,42.2,62.6,87.0,46.25,44.0,63.0,49.15,8.44,12.52,13.05,6.94,6.6,6.3,2.46,False,
170,LOLC.N0000,56.22,Moderate,SPECULATIVE BUY - Average quality but deeply discounted,Financial,Moderate Financial business - average quality or mixed signals,34.6,92.2,90.3,25.0,22.5,69.2,65.35,6.92,18.44,13.54,3.75,3.38,6.92,3.27,False,
171,AINS.N0000,56.1,Moderate,"HOLD - Average quality, needs improvement or better price",Financial,Moderate Financial business - average quality or mixed signals,37.4,81.0,65.3,35.4844,64.0,37.6,78.85,7.48,16.2,9.79,5.32,9.6,3.76,3.94,False,
172,HSIG.N0000,55.65,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,18.5,100.0,42.5,33.75,50.0,91.9,76.45,3.7,20.0,6.38,5.06,7.5,9.19,3.82,False,
173,RICH.N0000,55.03,Moderate,"HOLD - Average quality, needs improvement or better price",Industrial,Moderate Industrial business - average quality or mixed signals,60.5,64.1,46.0,61.01465,37.0,46.9,76.45,12.1,12.82,6.9,9.15,5.55,4.69,3.82,False,
174,SPEN.N0000,54.94,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,45.1,63.0,63.3,6.855600000000003,73.0,69.80000000000001,97.35,9.02,12.6,9.49,1.03,10.95,6.98,4.87,False,
175,CLND.N0000,54.39,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,50.0,60.2,40.5,42.5684,50.0,93.2,61.45,10.0,12.04,6.08,6.39,7.5,9.32,3.07,False,
176,CFLB.N0000,54.33,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,31.6,44.6,63.5,23.006200000000007,100.0,73.80000000000001,74.75,6.32,8.92,9.53,3.45,15.0,7.38,3.74,False,
177,UBC.N0000,54.2,Weak,SELL/AVOID - Below-average quality,Financial,Weak Financial business - below-average quality with significant issues,10.7,61.1,81.4,100.0,40.0,38.4,55.85,2.14,12.22,12.21,15.0,6.0,3.84,2.79,False,
178,TPL.N0000,54.18,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,51.1,100.0,60.6,18.9581,25.0,51.400000000000006,62.75,10.22,20.0,9.09,2.84,3.75,5.14,3.14,False,
179,TAFL.N0000,54.0,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,78.8,75.2,69.8,0.0,31.5,33.50000000000001,93.15,15.76,15.04,10.47,0.0,4.72,3.35,4.66,False,
180,BALA.N0000,53.88,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,61.4,75.3,66.5,37.7856,53.0,6.600000000000001,45.75,12.28,15.06,9.97,5.67,7.95,0.66,2.29,False,
181,LIOC.N0000,53.86,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,59.9,99.3,61.5,11.989199999999997,30.0,15.1,99.65,11.98,19.86,9.22,1.8,4.5,1.51,4.98,False,
182,CWM.N0000,53.74,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,45.9,64.9,55.8,28.807999999999996,87.0,20.5,75.75,9.18,12.98,8.37,4.32,13.05,2.05,3.79,False,
183,MBSL.N0000,53.69,Weak,SELL/AVOID - Below-average quality,Financial,Weak Financial business - below-average quality with significant issues,28.6,55.4,59.6,46.25,95.0,38.4,58.35,5.72,11.08,8.94,6.94,14.25,3.84,2.92,False,
184,NHL.N0000,53.6,Weak,AVOID - Weak profitability and financial strength,Industrial,Weak Industrial business - below-average quality with significant issues,10.3,43.2,50.3,57.1292,100.0,81.7,72.35,2.06,8.64,7.54,8.57,15.0,8.17,3.62,False,
185,KGAL.N0000,53.08,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,42.3,74.5,85.8,31.5636,43.5,31.500000000000007,48.85,8.46,14.9,12.87,4.73,6.52,3.15,2.44,False,
186,MFPE.N0000,52.82,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,50.4,64.5,45.2,100.0,0.0,56.900000000000006,47.35,10.08,12.9,6.78,15.0,0.0,5.69,2.37,False,
187,CIC.N0000,52.73,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,50.2,71.6,58.4,27.42306666666667,43.0,53.8,73.25,10.04,14.32,8.76,4.11,6.45,5.38,3.66,False,
188,CIC.X0000,52.59,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,50.2,71.6,59.0,27.42306666666667,43.0,53.8,68.75,10.04,14.32,8.85,4.11,6.45,5.38,3.44,False,
189,EAST.N0000,52.43,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,58.5,75.2,27.6,22.3314,40.0,84.5,74.95,11.7,15.04,4.14,3.35,6.0,8.45,3.75,False,
190,PAP.N0000,52.13,Weak,SELL/AVOID - Below-average quality,Mature,Weak Mature business - below-average quality with significant issues,15.8,50.6,42.9,30.302,94.5,96.9,80.0,3.16,10.12,6.43,4.55,14.17,9.69,4.0,False,
191,RHTL.N0000,51.78,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,12.9,100.0,48.3,8.994,73.0,69.80000000000001,53.45,2.58,20.0,7.24,1.35,10.95,6.98,2.67,False,
192,BERU.N0000,51.76,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,17.4,50.0,40.1,32.5,100.0,89.3,69.25,3.48,10.0,6.01,4.88,15.0,8.93,3.46,False,
193,KOTA.N0000,51.75,Weak,AVOID - Weak profitability and financial strength,Industrial,Weak Industrial business - below-average quality with significant issues,14.5,48.0,71.5,36.890600000000006,100.0,50.400000000000006,58.95,2.9,9.6,10.72,5.53,15.0,5.04,2.95,False,
194,TSML.N0000,51.67,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,28.0,95.3,77.6,27.355433333333337,40.0,19.0,67.35,5.6,19.06,11.64,4.1,6.0,1.9,3.37,False,
195,YORK.N0000,51.44,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,5.0,89.2,41.6,100.0,40.0,13.6,80.0,1.0,17.84,6.24,15.0,6.0,1.36,4.0,False,
196,COOP.N0000,51.38,Weak,SELL/AVOID - Below-average quality,Financial,Weak Financial business - below-average quality with significant issues,48.3,71.1,77.2,66.0324,0.0,29.4,61.6,9.66,14.22,11.58,9.9,0.0,2.94,3.08,False,
197,SING.N0000,50.82,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,39.5,51.5,51.4,100.0,34.5,24.0,46.65,7.9,10.3,7.71,15.0,5.17,2.4,2.33,True,NON-COMPLIANT WITH CSE LISTING RULES
198,COCO.N0000,50.79,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,5.0,59.6,46.4,44.4416,100.0,42.400000000000006,100.0,1.0,11.92,6.96,6.67,15.0,4.24,5.0,False,
199,PINS.N0000,50.72,Weak,SELL/AVOID - Below-average quality,Financial,Weak Financial business - below-average quality with significant issues,66.7,74.8,81.2,19.864666666666665,0.0,37.1,71.1,13.34,14.96,12.18,2.98,0.0,3.71,3.55,False,
200,CRL.N0000,50.37,Weak,SELL/AVOID - Below-average quality,Financial,Weak Financial business - below-average quality with significant issues,40.2,75.2,47.2,25.0,33.0,85.0,60.150000000000006,8.04,15.04,7.08,3.75,4.95,8.5,3.01,False,
201,CTEA.N0000,50.35,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,31.1,97.0,38.6,19.91593333333333,40.0,49.5,100.0,6.22,19.4,5.79,2.99,6.0,4.95,5.0,False,
202,CABO.N0000,50.16,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,18.8,75.2,46.4,25.0,93.5,30.0,72.45,3.76,15.04,6.96,3.75,14.03,3.0,3.62,False,
203,HOPL.N0000,50.08,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,32.2,39.6,69.0,36.1844,76.5,51.900000000000006,65.45,6.44,7.92,10.35,5.43,11.47,5.19,3.27,False,
204,RCL.N0000,49.98,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,63.6,72.3,48.8,17.169800000000002,27.0,52.3,72.45,12.72,14.46,7.32,2.58,4.05,5.23,3.62,False,
205,PACK.N0000,49.72,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,42.6,56.5,52.6,100.0,0.0,45.10000000000001,50.05,8.52,11.3,7.89,15.0,0.0,4.51,2.5,False,
206,COCO.X0000,49.72,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,5.0,59.6,45.5,44.4416,100.0,42.400000000000006,81.35,1.0,11.92,6.83,6.67,15.0,4.24,4.07,False,
207,LPRT.N0000,49.67,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,65.5,99.8,28.4,0.7918666666666638,34.0,24.000000000000007,94.7,13.1,19.96,4.26,0.12,5.1,2.4,4.74,False,
208,RAL.N0000,49.64,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,10.0,64.6,43.3,46.25,100.0,19.0,87.85,2.0,12.92,6.49,6.94,15.0,1.9,4.39,False,
209,WIND.N0000,49.63,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,28.9,87.1,42.3,31.6676,17.0,94.7,66.25,5.78,17.42,6.34,4.75,2.55,9.47,3.31,False,
210,CHOT.N0000,49.51,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,10.5,72.7,45.6,43.75,50.0,94.5,50.25,2.1,14.54,6.84,6.56,7.5,9.45,2.51,False,
211,AGPL.N0000,49.38,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,29.6,81.2,46.7,100.0,0.0,19.0,66.35,5.92,16.24,7.0,15.0,0.0,1.9,3.32,False,
212,KFP.N0000,49.16,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,18.3,73.9,45.8,39.5058,71.5,46.3,51.35,3.66,14.78,6.87,5.93,10.72,4.63,2.57,False,
213,MSL.N0000,49.02,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,30.0,100.0,33.6,25.0,41.5,30.0,100.0,6.0,20.0,5.04,3.75,6.22,3.0,5.0,False,
214,KVAL.N0000,49.0,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,58.2,95.8,77.8,0.0,19.0,6.600000000000001,60.35,11.64,19.16,11.67,0.0,2.85,0.66,3.02,False,
215,HPWR.N0000,48.76,Weak,SELL/AVOID - Below-average quality,Mature,Weak Mature business - below-average quality with significant issues,55.8,50.8,47.7,24.98920000000001,30.5,90.8,57.65,11.16,10.16,7.16,3.75,4.58,9.08,2.88,False,
216,LPL.X0000,48.7,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,23.0,71.1,49.5,29.25,50.0,80.8,49.85,4.6,14.22,7.42,4.39,7.5,8.08,2.49,False,
217,DIPD.N0000,48.7,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,35.8,90.1,52.8,19.73013333333333,28.5,49.900000000000006,67.6,7.16,18.02,7.92,2.96,4.27,4.99,3.38,False,
218,PLR.N0000,48.54,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,71.5,86.4,42.7,24.28633333333333,0.0,37.4,63.400000000000006,14.3,17.28,6.41,3.64,0.0,3.74,3.17,False,
219,MEL.N0000,48.51,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,28.8,89.2,44.5,0.0,50.0,75.1,64.55,5.76,17.84,6.67,0.0,7.5,7.51,3.23,False,
220,LPL.N0000,48.5,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,23.0,71.1,49.5,29.25,50.0,80.8,45.85,4.6,14.22,7.42,4.39,7.5,8.08,2.29,False,
221,CTBL.N0000,47.91,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,41.4,34.2,71.8,0.0,71.0,77.6,72.2,8.28,6.84,10.77,0.0,10.65,7.76,3.61,False,
222,KHC.N0000,47.69,Weak,SELL/AVOID - Below-average quality,Industrial,Weak Industrial business - below-average quality with significant issues,12.3,67.1,41.6,33.75,50.0,93.4,73.35,2.46,13.42,6.24,5.06,7.5,9.34,3.67,False,
